token_id,time_est,time_est_sell,price,price_sell,floor_price,floor_price_sell,price_ratio,price_ratio_sell,pnl,pnl_w_fees,model_file_idx,model_dt_est,price_ratio_pred,price_ratio_diff,listed_file_idx,listed_dt_est,rarest_trait,rarest_trait_price_1,rarest_trait_price_2,rarest_trait_price_3,edge,required_edge,edge_ratio,cumul_pnl_w_fees
3864,2022-01-19 13:44:04,2022-02-08 12:54:20,1.77,2.55,1.65,2.45,1.0727272727272728,1.040816326530612,0.7799999999999998,0.5249999999999998,4,2022-01-19 08:11:25,1.04583900322964,-0.026888269497632677,5,2022-01-19 08:32:45,clothes_finance,1.77,3.6,3.99,-0.026888269497632677,0.11200482496926392,-0.24006349284516348,9.362000000000002
6491,2022-01-29 16:23:53,2022-02-08 07:50:25,2.25,2.5,2.187,2.5,1.02880658436214,1.0,0.25,0.0,21,2022-01-29 12:10:14,0.966070028195007,-0.06273655616713292,22,2022-01-29 12:24:34,flair_beanie,1.75,2.0,2.25,-0.06273655616713292,0.26485037947111095,-0.23687546263824033,9.362000000000002
7057,2022-01-21 10:31:54,2022-01-25 15:46:32,1.4,1.5,1.35,1.5,1.037037037037037,1.0,0.10000000000000009,-0.04999999999999993,5,2022-01-21 08:05:10,1.0115816200038734,-0.025455417033163563,6,2022-01-21 09:04:35,flair_dj,1.4,2.3,2.42,-0.025455417033163563,0.11596744234609223,-0.21950485858948787,9.312000000000001
3170,2022-01-17 13:03:01,2022-02-13 04:59:24,1.2890000000000001,2.1,1.1234,1.839,1.1474096492789747,1.1419249592169658,0.8109999999999999,0.601,0,2022-01-16 22:22:13,1.125221193771397,-0.022188455507577753,1,2022-01-16 23:20:19,background_pop2,1.2890000000000001,2.8,3.15,-0.022188455507577753,0.11918645617001157,-0.1861659136498479,9.913
3994,2022-01-19 07:21:33,2022-01-28 11:12:43,2.0,2.3680000000000003,1.58,1.77,1.2658227848101264,1.337853107344633,0.3680000000000003,0.1312000000000003,3,2022-01-18 20:12:43,1.2292546287893393,-0.03656815602078711,4,2022-01-18 20:33:00,flair_police,2.0,2.34,2.43,-0.03656815602078711,0.19989545983292012,-0.1829364011136226,10.0442
2678,2022-01-22 16:11:12,2022-02-12 08:56:28,1.5,2.0,1.278,1.85,1.1737089201877935,1.081081081081081,0.5,0.3,6,2022-01-21 18:02:34,1.1513168002353547,-0.022392119952438838,7,2022-01-21 18:19:19,background_pop2,1.5,3.49,3.6,-0.022392119952438838,0.1260884848155773,-0.17759052291881025,10.3442
939,2022-01-18 15:20:06,2022-01-19 12:03:08,1.38,1.5,1.33,1.499,1.0375939849624058,1.000667111407605,0.1200000000000001,-0.029999999999999916,2,2022-01-18 09:23:54,1.0217102083622156,-0.015883776600190247,3,2022-01-18 09:45:08,flair_scrubs,1.38,2.68,2.75,-0.015883776600190247,0.10473809068090982,-0.15165234058525107,10.314200000000001
1086,2022-01-17 11:05:20,2022-01-21 22:44:11,0.9790000000000001,1.34,0.93,1.3,1.0526881720430108,1.0307692307692309,0.361,0.22699999999999998,0,2022-01-16 22:22:13,1.0351630425817857,-0.017525129461225086,1,2022-01-16 23:20:19,flair_chef,0.9790000000000001,2.5,2.5,-0.017525129461225086,0.12018418909150415,-0.1458189267132472,10.541200000000002
5465,2022-01-29 12:31:23,2022-01-31 17:26:30,1.899,2.97,1.84,2.84,1.0320652173913043,1.045774647887324,1.0710000000000002,0.7740000000000001,21,2022-01-29 12:10:14,0.9818221515367054,-0.05024306585459892,22,2022-01-29 12:24:34,flair_peace corps,1.656,1.6869999999999998,1.7,-0.05024306585459892,0.34754168690949816,-0.14456701957507187,11.315200000000003
9130,2022-01-17 18:16:37,2022-02-15 17:41:10,1.5,1.95,1.23,1.789,1.2195121951219512,1.0899944102850754,0.44999999999999996,0.25499999999999995,1,2022-01-17 14:27:42,1.2048683968083072,-0.01464379831364404,2,2022-01-17 14:49:29,flair_beret,1.5,3.0,3.4,-0.01464379831364404,0.12624132395314264,-0.11599845324086923,11.570200000000003
4376,2022-01-29 13:19:03,2022-02-06 18:18:55,1.93,1.95,1.9,1.8,1.0157894736842106,1.0833333333333333,0.020000000000000018,-0.175,21,2022-01-29 12:10:14,0.9850964371372071,-0.030693036547003505,22,2022-01-29 12:24:34,flair_dj,1.84,1.93,2.023,-0.030693036547003505,0.3274083937235693,-0.09374541745230154,11.395200000000003
5573,2022-01-18 12:56:11,2022-01-29 21:46:41,1.42,2.44,1.26,2.449,1.126984126984127,0.9963250306247449,1.02,0.776,2,2022-01-18 09:23:54,1.1186743367763863,-0.008309790207740697,3,2022-01-18 09:45:08,clothes_softball,1.42,2.5,2.95,-0.008309790207740697,0.11952286795448767,-0.06952468887296888,12.171200000000002
6762,2022-01-17 11:04:27,2022-01-21 22:44:11,0.98,1.34,0.93,1.3,1.053763440860215,1.0307692307692309,0.3600000000000001,0.2260000000000001,0,2022-01-16 22:22:13,1.0468439484406593,-0.006919492419555695,1,2022-01-16 23:20:19,flair_martial arts,0.98,2.2,2.49,-0.006919492419555695,0.11034413200349437,-0.06270829534765446,12.397200000000003
6689,2022-01-27 22:48:53,2022-02-01 00:13:09,1.8,3.3,1.749,3.3,1.0291595197255574,1.0,1.4999999999999998,1.1699999999999997,18,2022-01-27 21:29:04,0.9735153558627224,-0.055644163862834994,19,2022-01-27 21:44:27,clothes_scientist,1.32,1.4,1.4,-0.055644163862834994,0.947079671250994,-0.05875341383828335,13.567200000000003
9977,2022-01-18 18:41:13,2022-01-22 15:56:46,1.65,1.25,1.61,1.25,1.0248447204968942,1.0,-0.3999999999999999,-0.5249999999999999,2,2022-01-18 09:23:54,1.0189344742010156,-0.005910246295878663,3,2022-01-18 09:45:08,flair_bandana,1.65,2.9,2.98,-0.005910246295878663,0.108987029382144,-0.05422889612997356,13.042200000000003
6030,2022-01-17 11:40:46,2022-02-10 03:09:54,1.075,2.28,1.0,2.28,1.075,1.0,1.2049999999999998,0.9769999999999999,0,2022-01-16 22:22:13,1.032130969802298,-0.04286903019770194,1,2022-01-16 23:20:19,clothes_navy,1.075,2.5,2.78,-0.04286903019770194,0.9280978875149501,-0.04619020339814252,14.019200000000003
4873,2022-01-18 13:10:48,2022-02-12 20:20:49,1.44,1.8,1.26,1.745,1.1428571428571428,1.0315186246418337,0.3600000000000001,0.18000000000000008,2,2022-01-18 09:23:54,1.1021682823902397,-0.04068886046690312,3,2022-01-18 09:45:08,clothes_tennis player,1.44,2.545,2.88,-0.04068886046690312,0.9289678602744162,-0.04380007340069189,14.199200000000003
9043,2022-01-18 15:39:53,2022-02-08 12:52:42,1.49,2.48,1.39,2.45,1.0719424460431655,1.0122448979591836,0.99,0.742,2,2022-01-18 09:23:54,1.041706540715771,-0.030235905327394397,3,2022-01-18 09:45:08,clothes_navy,1.49,2.55,2.89,-0.030235905327394397,0.9280625220781211,-0.03257959955078246,14.941200000000002
674,2022-01-23 07:18:31,2022-02-02 12:21:24,1.6,2.96,1.4880000000000002,2.83,1.075268817204301,1.0459363957597172,1.3599999999999999,1.0639999999999998,6,2022-01-21 18:02:34,1.0719215622865463,-0.0033472549177546718,7,2022-01-21 18:19:19,clothes_scientist,1.6,2.99,3.25,-0.0033472549177546718,0.10866138193851585,-0.030804457462621428,16.005200000000002
1887,2022-01-29 15:26:52,2022-02-13 04:59:22,2.22,1.9,1.9489,1.839,1.1391041100107753,1.0331702011963022,-0.3200000000000003,-0.5100000000000002,21,2022-01-29 12:10:14,1.1155417496972202,-0.023562360313555075,22,2022-01-29 12:24:34,clothes_influencer,1.45,1.52,1.5590000000000002,-0.023562360313555075,0.9571470456198069,-0.02461728364662831,15.495200000000002
7343,2022-01-19 11:27:48,2022-01-28 09:40:59,1.6,1.7990000000000002,1.499,1.7990000000000002,1.067378252168112,1.0,0.19900000000000007,0.019100000000000034,4,2022-01-19 08:11:25,1.0651996810083018,-0.0021785711598103497,5,2022-01-19 08:32:45,clothes_army,1.6,3.85,4.3,-0.0021785711598103497,0.11852209216351203,-0.01838113992119555,15.514300000000002
4888,2022-01-22 16:34:37,2022-01-30 19:56:44,1.278,2.78,1.278,2.75,1.0,1.0109090909090908,1.5019999999999998,1.2239999999999998,6,2022-01-21 18:02:34,0.9983287521124837,-0.0016712478875162695,7,2022-01-21 18:19:19,clothes_stylist,1.278,2.88,3.69,-0.0016712478875162695,0.10940793050631396,-0.01527538159054952,16.738300000000002
9424,2022-01-29 12:31:23,2022-01-30 22:24:46,1.889,2.85,1.84,2.85,1.0266304347826087,1.0,0.9610000000000001,0.676,21,2022-01-29 12:10:14,1.0236898822478318,-0.0029405525347769856,22,2022-01-29 12:24:34,flair_peace corps,1.656,1.6869999999999998,1.7,-0.0029405525347769856,0.3383969431017552,-0.00868965454540991,17.4143
2243,2022-01-17 12:10:22,2022-01-31 17:01:47,1.15,3.2689999999999997,1.0,2.84,1.15,1.1510563380281689,2.1189999999999998,1.7920999999999998,0,2022-01-16 22:22:13,1.1431626560401216,-0.006837343959878339,1,2022-01-16 23:20:19,flair_race car helmet,3.25,5.0,9.76,-0.006837343959878339,0.956356760260231,-0.007149365429296336,19.206400000000002
5633,2022-01-23 14:50:20,2022-02-11 11:25:27,1.9,2.0,1.68,1.9,1.130952380952381,1.0526315789473684,0.10000000000000009,-0.09999999999999992,7,2022-01-23 08:46:42,1.1284465304177922,-0.0025058505345887383,8,2022-01-23 09:01:35,necklace_flower power,1.9,2.0,2.19,-0.0025058505345887383,0.9283770777556143,-0.0026991732073423486,19.1064
4133,2022-01-29 13:15:28,2022-02-08 21:59:59,2.0,3.28,1.9,2.3,1.0526315789473684,1.4260869565217391,1.2799999999999998,0.9519999999999997,21,2022-01-29 12:10:14,1.0542265185698498,0.0015949396224814727,22,2022-01-29 12:24:34,clothes_scientist,1.635,1.8,2.0,0.0015949396224814727,0.9336232481373882,0.001708333233628698,20.0584
6663,2022-01-19 13:40:59,2022-01-22 02:16:02,1.75,1.337,1.65,1.337,1.0606060606060606,1.0,-0.41300000000000003,-0.5467000000000001,4,2022-01-19 08:11:25,1.067698103291724,0.0070920426856635466,5,2022-01-19 08:32:45,clothes_tennis player,1.75,3.4,3.75,0.0070920426856635466,0.9279918712418631,0.007642354319518757,19.511699999999998
7930,2022-01-29 15:37:50,2022-02-15 01:01:40,2.1,1.7,2.0,1.7480000000000002,1.05,0.9725400457665903,-0.40000000000000013,-0.5700000000000002,21,2022-01-29 12:10:14,1.0525896177243257,0.0025896177243256435,22,2022-01-29 12:24:34,clothes_softball,1.75,1.8,1.93,0.0025896177243256435,0.3246073062056398,0.007977693892956038,18.941699999999997
9117,2022-01-29 15:45:22,2022-02-07 23:14:31,2.17,2.5,2.0,2.4,1.085,1.0416666666666667,0.33000000000000007,0.08000000000000007,21,2022-01-29 12:10:14,1.091341871679166,0.006341871679166111,22,2022-01-29 12:24:34,flair_fedora,2.0,2.17,2.2,0.006341871679166111,0.4398492930815582,0.014418283214087562,19.021699999999996
5532,2022-01-31 20:37:50,2022-02-06 22:11:13,3.25,1.9,3.1,1.8,1.0483870967741935,1.0555555555555556,-1.35,-1.54,26,2022-01-31 20:35:51,1.0645679122534961,0.016180815479302613,27,2022-01-31 17:17:55,flair_dj,1.679,1.84,1.88,0.016180815479302613,0.955700687355435,0.01693084005629139,17.481699999999996
9988,2022-01-30 16:11:50,2022-02-01 19:38:15,3.25,3.49,2.72,2.4,1.1948529411764706,1.4541666666666668,0.2400000000000002,-0.10899999999999982,24,2022-01-30 15:56:45,1.2135452338793105,0.018692292702839897,25,2022-01-30 16:10:20,flair_pilot,1.98,2.0,2.5,0.018692292702839897,0.9459857208471721,0.019759592867955894,17.3727
868,2022-01-17 12:26:38,2022-02-13 00:00:35,1.121,1.89,1.0,1.75,1.121,1.0799999999999998,0.7689999999999999,0.5799999999999998,0,2022-01-16 22:22:13,1.1405280194454677,0.01952801944546767,1,2022-01-16 23:20:19,necklace_royal jewels,1.121,2.49,2.65,0.01952801944546767,0.9282903200131554,0.021036543228406094,17.952699999999997
6730,2022-01-18 09:03:50,2022-01-27 02:01:22,1.45,1.595,1.33,1.499,1.0902255639097744,1.0640426951300865,0.14500000000000002,-0.014499999999999985,1,2022-01-17 14:27:42,1.092676152945996,0.00245058903622164,2,2022-01-17 14:49:29,eye shadow_flash pink,1.45,2.65,2.95,0.00245058903622164,0.11490429262544904,0.02132721920328747,17.938199999999995
4216,2022-01-23 07:20:44,2022-01-30 13:58:08,1.5,2.68,1.4880000000000002,2.6769,1.008064516129032,1.0011580559602526,1.1800000000000002,0.9120000000000001,6,2022-01-21 18:02:34,1.0290142171403707,0.02094970101133864,7,2022-01-21 18:19:19,necklace_headphones,1.5,3.2,3.25,0.02094970101133864,0.927069623514383,0.02259776448280275,18.850199999999994
5797,2022-01-29 16:11:04,2022-02-13 00:45:34,2.23,1.75,2.187,1.75,1.0196616369455875,1.0,-0.48,-0.655,21,2022-01-29 12:10:14,1.0432834292055368,0.023621792259949315,22,2022-01-29 12:24:34,clothes_personal trainer,1.5,1.6,1.6880000000000002,0.023621792259949315,0.9557901968143235,0.02471441152951917,18.195199999999993
5084,2022-01-18 04:04:29,2022-01-24 21:27:09,1.29,1.6,1.23,1.5,1.048780487804878,1.0666666666666667,0.31000000000000005,0.15000000000000002,1,2022-01-17 14:27:42,1.0719685752738137,0.023188087468935636,2,2022-01-17 14:49:29,clothes_personal trainer,1.29,2.5,2.95,0.023188087468935636,0.927964560637418,0.024988117491262556,18.34519999999999
5757,2022-01-29 16:24:32,2022-01-31 15:34:37,2.3,2.8,2.187,2.8,1.0516689529035208,1.0,0.5,0.22000000000000003,21,2022-01-29 12:10:14,1.0787192393980987,0.027050286494577858,22,2022-01-29 12:24:34,background_flowers,1.77,2.0,2.14,0.027050286494577858,0.9410699796953137,0.028744181706163677,18.56519999999999
5245,2022-01-31 20:39:27,2022-02-05 13:06:43,3.33,2.0,3.1,2.0,1.0741935483870968,1.0,-1.33,-1.53,26,2022-01-31 20:35:51,1.1019435216472961,0.027749973260199345,27,2022-01-31 17:17:55,flair_heart,1.9,2.0,2.5,0.027749973260199345,0.9446389387697685,0.029376275020315132,17.03519999999999
1433,2022-01-21 15:49:51,2022-02-08 07:26:56,1.45,2.75,1.399,2.5,1.0364546104360257,1.1,1.3,1.025,5,2022-01-21 08:05:10,1.064132786500668,0.02767817606464229,6,2022-01-21 09:04:35,necklace_flower power,1.45,2.85,3.25,0.02767817606464229,0.9272733400767954,0.029848993676826755,18.060199999999988
383,2022-01-29 16:19:29,2022-02-01 22:19:17,2.278,2.7,2.187,2.59,1.0416095107453134,1.0424710424710426,0.42200000000000015,0.15200000000000014,21,2022-01-29 12:10:14,1.078688600202864,0.03707908945755056,22,2022-01-29 12:24:34,eye shadow_blue,1.656,2.0,2.09,0.03707908945755056,0.9375375208556616,0.0395494458970662,18.21219999999999
9694,2022-01-28 02:39:15,2022-02-04 13:58:26,1.89,1.97,1.777,1.969,1.0635903207653348,1.000507872016252,0.08000000000000007,-0.11699999999999994,18,2022-01-27 21:29:04,1.1042559295275278,0.04066560876219305,19,2022-01-27 21:44:27,clothes_personal trainer,0.95,1.0,1.09,0.04066560876219305,0.9562688144512687,0.042525290114713205,18.095199999999988
9552,2022-01-29 15:37:34,2022-02-07 23:53:27,2.1,2.59,2.0,2.4,1.05,1.0791666666666666,0.48999999999999977,0.23099999999999976,21,2022-01-29 12:10:14,1.0917021831676248,0.04170218316762475,22,2022-01-29 12:24:34,flair_head scarf,1.6980000000000002,2.1,2.1,0.04170218316762475,0.9296961375362252,0.044855713048501125,18.326199999999986
3315,2022-01-31 04:25:00,2022-01-31 17:57:12,2.85,3.5,2.85,2.92,1.0,1.1986301369863015,0.6499999999999999,0.2999999999999999,24,2022-01-30 15:56:45,1.0475499447618937,0.04754994476189367,25,2022-01-30 16:10:20,flair_rose,1.9,1.94,1.99,0.04754994476189367,0.955292196591776,0.04977528857823711,18.626199999999987
8955,2022-01-31 00:59:09,2022-02-03 12:29:11,3.0,3.3,2.85,2.4,1.0526315789473684,1.375,0.2999999999999998,-0.030000000000000193,24,2022-01-30 15:56:45,1.102608283847583,0.049976704900214663,25,2022-01-30 16:10:20,flair_princess,1.93,2.0,2.1,0.049976704900214663,0.9553236672712074,0.05231389801423892,18.596199999999985
6144,2022-01-17 11:45:02,2022-01-30 17:27:35,1.13,2.86,1.0,2.74,1.13,1.0437956204379562,1.73,1.444,0,2022-01-16 22:22:13,1.1823071040874087,0.052307104087408796,1,2022-01-16 23:20:19,clothes_tennis player,1.13,2.5,2.65,0.052307104087408796,0.9288105624577229,0.05631622442901502,20.040199999999984
6889,2022-01-29 16:28:58,2022-02-08 12:52:05,2.4,2.45,2.187,2.55,1.0973936899862826,0.9607843137254903,0.050000000000000266,-0.19499999999999976,21,2022-01-29 12:10:14,1.1517055344100364,0.05431184442375381,22,2022-01-29 12:24:34,flair_bandana,1.55,1.827,1.98,0.05431184442375381,0.9509583350186454,0.057112748712265,19.845199999999984
2756,2022-01-29 20:30:24,2022-01-31 15:48:05,2.45,2.95,2.33,2.8,1.051502145922747,1.0535714285714286,0.5,0.20499999999999996,21,2022-01-29 12:10:14,1.10884505337856,0.057342907455813164,22,2022-01-29 12:24:34,clothes_chef,1.45,1.59,1.6,0.057342907455813164,0.9559692651926974,0.05998404921967276,20.050199999999982
8325,2022-01-26 19:34:39,2022-01-31 11:58:18,1.45,2.85,1.43,2.85,1.013986013986014,1.0,1.4000000000000001,1.1150000000000002,12,2022-01-26 10:35:21,1.0375358491892026,0.02354983520318865,13,2022-01-26 10:51:50,clothes_chef,1.44,1.45,1.49,0.02354983520318865,0.3801332849995727,0.061951521038772286,21.165199999999984
4722,2022-01-31 17:50:22,2022-02-07 23:37:41,3.0,2.5989999999999998,2.92,2.4,1.0273972602739727,1.0829166666666665,-0.40100000000000025,-0.6609000000000003,25,2022-01-31 07:47:41,1.100035194010352,0.07263793373637939,27,2022-01-31 17:17:55,flair_navy,1.9,2.0,2.23,0.07263793373637939,0.9555644275098709,0.07601573650629544,20.504299999999983
4445,2022-01-29 15:57:16,2022-01-29 22:35:47,2.25,2.44,2.0,2.44,1.125,1.0,0.18999999999999995,-0.05400000000000005,21,2022-01-29 12:10:14,1.1982737592444757,0.07327375924447566,22,2022-01-29 12:24:34,clothes_personal trainer,1.5,1.6,1.6880000000000002,0.07327375924447566,0.9569712909945511,0.07656839858625693,20.450299999999984
46,2022-01-29 16:27:50,2022-02-08 18:46:29,2.3,2.15,2.187,2.15,1.0516689529035208,1.0,-0.1499999999999999,-0.3649999999999999,21,2022-01-29 12:10:14,1.1251456351328375,0.07347668222931669,22,2022-01-29 12:24:34,clothes_future ceo,1.77,1.99,1.999,0.07347668222931669,0.948143990185006,0.07749527813278614,20.085299999999986
5338,2022-01-29 14:26:01,2022-02-01 23:52:03,2.0,2.75,1.93,2.67,1.0362694300518136,1.0299625468164795,0.75,0.475,21,2022-01-29 12:10:14,1.1105707346494655,0.07430130459765194,22,2022-01-29 12:24:34,flair_cat ears,1.8,2.0,2.0,0.07430130459765194,0.9294906574858662,0.07993765617679892,20.560299999999987
144,2022-01-31 17:54:39,2022-02-02 04:38:24,2.98,2.85,2.92,2.85,1.0205479452054795,1.0,-0.1299999999999999,-0.4149999999999999,25,2022-01-31 07:47:41,1.0981324542782227,0.07758450907274317,27,2022-01-31 17:17:55,flair_martial arts,1.95,2.0,2.15,0.07758450907274317,0.9498918922708317,0.08167719895710236,20.145299999999988
5658,2022-01-19 12:09:37,2022-02-07 22:18:09,1.61,2.3,1.5,2.29,1.0733333333333335,1.0043668122270741,0.6899999999999997,0.45999999999999974,4,2022-01-19 08:11:25,1.0831382806022292,0.009804947268895692,5,2022-01-19 08:32:45,clothes_chef,1.61,3.6,3.8,0.009804947268895692,0.11754766974652035,0.0834125192786813,20.60529999999999
4517,2022-01-30 04:31:25,2022-02-09 11:17:52,2.5,2.58,2.468,2.25,1.012965964343598,1.1466666666666667,0.08000000000000007,-0.17799999999999994,22,2022-01-29 21:14:34,1.0929900296867965,0.0800240653431985,23,2022-01-29 21:28:09,clothes_army,2.5,2.5,2.5,0.0800240653431985,0.927129866380045,0.08631376061225428,20.42729999999999
6939,2022-01-19 13:17:12,2022-01-30 22:09:10,1.7,2.85,1.65,2.85,1.0303030303030303,1.0,1.1500000000000001,0.8650000000000001,4,2022-01-19 08:11:25,1.1118929182299855,0.0815898879269552,5,2022-01-19 08:32:45,clothes_actor,1.7,3.75,4.3,0.0815898879269552,0.9277529586712481,0.0879435491575369,21.292299999999987
7781,2022-01-19 07:08:59,2022-01-30 00:39:58,1.55,2.49,1.58,2.468,0.9810126582278481,1.0089141004862237,0.9400000000000002,0.6910000000000002,3,2022-01-18 20:12:43,1.0635713441000996,0.08255868587225146,4,2022-01-18 20:33:00,necklace_royal jewels,1.55,2.45,3.0,0.08255868587225146,0.9267040339753351,0.08908851461247531,21.983299999999986
3303,2022-01-29 20:34:29,2022-02-04 06:55:24,2.5,2.399,2.33,2.29,1.0729613733905579,1.0475982532751091,-0.10099999999999998,-0.3409,21,2022-01-29 12:10:14,1.1583207863505163,0.08535941295995841,22,2022-01-29 12:24:34,flair_rose,1.9,2.0,2.0,0.08535941295995841,0.9450823672082354,0.09031954877341468,21.642399999999984
5029,2022-01-18 01:53:08,2022-01-26 23:01:41,1.23,1.4969999999999999,1.23,1.499,1.0,0.9986657771847897,0.2669999999999999,0.1172999999999999,1,2022-01-17 14:27:42,1.0896357745394198,0.08963577453941984,2,2022-01-17 14:49:29,clothes_skater,1.23,2.5,2.95,0.08963577453941984,0.9273670949875897,0.09665619475167962,21.759699999999984
